*
* Umlaeufe
*
$BLOCK:ID;VehTypeID;DepotID
8;303w;364;364;0:13:23:00;0:13:31:00;9;
8;304;364;586;0:13:31:00;0:14:15:00;1;
8;L304;586;292;0:14:15:00;0:14:45:00;2;
8;97;292;300;0:14:45:00;0:15:31:00;1;
8;97w;300;300;0:15:31:00;0:15:32:00;9;
8;98;300;292;0:15:32:00;0:16:40:00;1;
8;98w;292;292;0:16:40:00;0:16:45:00;9;
8;99;292;300;0:16:45:00;0:17:31:00;1;
8;L99;300;500;0:17:31:00;0:17:48:00;2;
8;L99w;500;500;0:17:48:00;0:18:20:00;9;
8;503;500;324;0:18:20:00;0:18:43:00;1;
8;503w;324;324;0:18:43:00;0:18:45:00;9;
8;504;324;500;0:18:45:00;0:19:11:00;1;
8;L504;500;101;0:19:11:00;0:19:19:00;2;
8;21;101;558;0:19:19:00;0:19:53:00;1;
8;21w;558;558;0:19:53:00;0:20:01:00;9;
8;22;558;101;0:20:01:00;0:20:38:00;1;
8;ZD22;101;1;0:20:38:00;0:20:40:00;3;
9;VD103;1;500;0:05:22:00;0:05:32:00;4;
9;103;500;654;0:05:32:00;0:05:58:00;1;
9;103w;654;654;0:05:58:00;0:06:13:00;9;
9;104;654;271;0:06:13:00;0:06:59:00;1;
9;L104;271;353;0:06:59:00;0:07:21:00;2;
9;L104w;353;353;0:07:21:00;0:07:23:00;9;
9;264;353;235;0:07:23:00;0:07:53:00;1;
9;264w;235;235;0:07:53:00;0:08:02:00;9;
9;265;235;353;0:08:02:00;0:08:32:00;1;
9;265w;353;353;0:08:32:00;0:08:53:00;9;
9;266;353;620;0:08:53:00;0:09:27:00;1;
9;266w;620;620;0:09:27:00;0:09:28:00;9;
9;267;620;353;0:09:28:00;0:10:02:00;1;
9;267w;353;353;0:10:02:00;0:10:23:00;9;
9;268;353;235;0:10:23:00;0:10:53:00;1;
9;268w;235;235;0:10:53:00;0:11:02:00;9;
9;269;235;353;0:11:02:00;0:11:32:00;1;
9;269w;353;353;0:11:32:00;0:11:53:00;9;
9;270;353;620;0:11:53:00;0:12:27:00;1;
9;270w;620;620;0:12:27:00;0:12:28:00;9;
9;271;620;353;0:12:28:00;0:13:02:00;1;
9;ZD271;353;1;0:13:02:00;0:13:23:00;3;
9;VD78;1;441;0:13:35:00;0:13:51:00;4;
9;78;441;296;0:13:51:00;0:14:23:00;1;
9;78w;296;296;0:14:23:00;0:14:32:00;9;
9;79;296;441;0:14:32:00;0:15:04:00;1;
9;79w;441;441;0:15:04:00;0:15:20:00;9;
9;396;441;271;0:15:20:00;0:15:54:00;1;
9;396w;271;271;0:15:54:00;0:15:57:00;9;
9;397;271;218;0:15:57:00;0:16:50:00;1;
9;397w;218;218;0:16:50:00;0:17:06:00;9;
9;398;218;271;0:17:06:00;0:17:59:00;1;
9;398w;271;271;0:17:59:00;0:18:06:00;9;
9;399;271;441;0:18:06:00;0:18:38:00;1;
9;399w;441;441;0:18:38:00;0:18:51:00;9;
9;43;441;296;0:18:51:00;0:19:23:00;1;
9;43w;296;296;0:19:23:00;0:19:32:00;9;
9;44;296;441;0:19:32:00;0:20:04:00;1;
9;44w;441;441;0:20:04:00;0:20:20:00;9;
9;385;441;271;0:20:20:00;0:20:54:00;1;
9;ZD385;271;1;0:20:54:00;0:21:11:00;3;
9;VD654;1;500;1:00:05:00;1:00:15:00;4;
9;654;500;147;1:00:15:00;1:00:54:00;1;
9;ZD654;147;1;1:00:54:00;1:01:17:00;3;
10;VD169;1;271;0:05:40:00;0:05:57:00;4;
10;169;271;218;0:05:57:00;0:06:51:00;1;
10;169w;218;218;0:06:51:00;0:07:06:00;9;
10;170;218;271;0:07:06:00;0:07:59:00;1;
10;170w;271;271;0:07:59:00;0:08:06:00;9;
10;171;271;441;0:08:06:00;0:08:38:00;1;
